X,Y,fid,codi_centre,tipus_centre,nom_centre,nom_municipi,nom_naturalesa,al_eso_n1,al_eso_n2,al_eso_n3,al_eso_n4,gr_eso_n1,gr_eso_n2,gr_eso_n3,gr_eso_n4,icon_url
2.22250247132982,41.4340023503748,18,"08001145",,Lestonnac,Badalona,Privat,40,50,54,60,2,2,2,2,./0.png
2.25442438075124,41.4508309371893,19,"08001157",,Minguella,Badalona,Privat,57,61,58,54,2,2,2,2,./0.png
2.22040398902311,41.432622978694,20,"08001170",,Santíssima Trinitat,Badalona,Privat,28,30,29,57,1,1,1,2,./0.png
2.2388129639193,41.4457257957256,21,"08001297",,Laietània,Badalona,Privat,30,32,31,30,1,1,1,1,./0.png
2.23936806147788,41.4523212041177,22,"08001421",Institut,La Pineda,Badalona,Públic,80,73,85,106,3,3,3,4,./0.png
2.24565300578887,41.4569224018624,23,"08001431",Institut,Isaac Albéniz,Badalona,Públic,112,118,121,113,4,4,4,4,./0.png
2.22372732638218,41.4354452870148,24,"08001443",Institut,Eugeni d'Ors,Badalona,Públic,61,79,89,104,3,3,3,3,./0.png
2.16795134786422,41.4407119298738,25,"08003014",,Jesús Maria,Barcelona,Privat,65,65,65,65,2,2,2,2,./0.png
2.16219959851251,41.3720787912605,26,"08003361",,Maristes Anna Ravell,Barcelona,Privat,75,92,87,86,3,3,3,3,./0.png
2.15639958315326,41.377190176183,27,"08003543",,Salesià de Sant Josep,Barcelona,Privat,91,89,92,114,3,3,3,4,./0.png
2.1063529652773,41.3878191839146,28,"08003816",,Thau,Barcelona,Privat,101,97,98,102,3,3,3,3,./0.png
2.13237557114256,41.4061997582622,29,"08003907",,La Salle Bonanova,Barcelona,Privat,132,126,120,112,4,4,4,4,./0.png
2.1331431505753,41.4110356588181,30,"08003993",,Canigó,Barcelona,Privat,64,59,60,65,2,2,2,2,./0.png
2.12272002650315,41.401795055846,31,"08004031",,Sant Marc de Sarrià,Barcelona,Privat,27,28,32,29,1,1,1,1,./0.png
2.12149246702424,41.4029316690503,32,"08004067",,Jesuïtes Sarrià - Sant Ignasi,Barcelona,Privat,174,176,180,170,6,6,6,6,./0.png
2.13516800150515,41.4130333060581,33,"08004080",,Sil,Barcelona,Privat,51,55,59,59,2,2,2,2,./0.png
2.12116294020866,41.3929622142373,34,"08004122",,Sagrado Corazón,Barcelona,Privat,54,49,57,53,2,2,2,2,./0.png
2.17330755351153,41.3947253979327,35,"08004171",,Santa Anna-Eixample,Barcelona,Privat,32,31,32,29,1,1,1,1,./0.png
2.12516810593645,41.4124163438503,36,"08004195",,Sant Gregori,Barcelona,Privat,52,58,57,60,2,2,2,2,./0.png
2.13365396956885,41.3997856870613,37,"08004201",,Santa Teresa - Ganduxer,Barcelona,Privat,83,81,84,86,3,3,3,3,./0.png
2.10573364554304,41.3888113390082,38,"08004225",,St. Peter's School,Barcelona,Privat,54,40,39,46,,,,,./0.png
2.12468584019899,41.4069075518734,39,"08004286",,Escola Pia de Sarrià-Calassanç,Barcelona,Privat,122,108,120,144,4,4,4,5,./0.png
2.10498451011849,41.3918727856581,40,"08004390",,Sant Pau,Barcelona,Privat,58,61,61,52,2,2,2,2,./0.png
2.10921585334309,41.3973455586458,41,"08004511",,Betània-Patmos,Barcelona,Privat,99,88,90,82,3,3,3,3,./0.png
2.10702522953495,41.3934718154722,42,"08004559",,Abat Oliba-Loreto,Barcelona,Privat,78,89,90,90,3,3,3,3,./0.png
2.14924315876701,41.3971517667417,43,"08004626",,Jesuïtes Sant Gervasi - Infant Jesús,Barcelona,Privat,91,88,81,89,3,3,3,3,./0.png
2.12578265318139,41.3974907167293,44,"08004705",,Reial Monestir de Santa Isabel,Barcelona,Privat,102,114,107,108,4,4,4,4,./0.png
2.11897899296184,41.4006437236289,45,"08004717",,Sagrat Cor-Sarrià,Barcelona,Privat,109,112,118,114,4,4,4,4,./0.png
2.13411450195952,41.4083950728815,46,"08004742",,Jesús i Maria,Barcelona,Privat,88,89,99,83,3,3,3,3,./0.png
2.12885687521084,41.3935447453579,47,"08004778",,Santa Dorotea,Barcelona,Privat,61,56,60,60,2,2,2,2,./0.png
2.11700344106272,41.406606070784,48,"08004808",,Casa del Roure,Barcelona,Privat,72,75,71,76,,,,,./0.png
2.14932175388629,41.4048938663672,49,"08004900",,Madres Concepcionistas de la Enseñanza,Barcelona,Privat,40,49,57,56,2,2,2,2,./0.png
2.11103475899066,41.409087504098,50,"08004912",,Montserrat,Barcelona,Privat,60,57,59,52,2,2,2,2,./0.png
2.13410750295832,41.4179389044888,51,"08005072",,Sadako,Barcelona,Privat,66,63,65,61,2,2,2,2,./0.png
2.17522076050061,41.3879549067041,52,"08005102",,La Salle Comtal,Barcelona,Privat,66,66,58,60,2,2,2,2,./0.png
2.17527707443705,41.3935297319928,53,"08005114",,Mare del Diví Pastor,Barcelona,Privat,22,23,27,27,1,1,1,1,./0.png
2.15803897406016,41.3725038879128,54,"08005151",,Sant Francesc Xavier,Barcelona,Privat,16,21,25,25,1,1,1,1,./0.png
2.17116006618811,41.3899160294879,55,"08005199",,Jesuïtes Casp - Sagrat Cor de Jesús,Barcelona,Privat,154,157,159,154,5,5,5,5,./0.png
2.16340939743144,41.3895079577763,56,"08005205",,Pérez Iborra,Barcelona,Privat,18,27,26,25,,,,,./0.png
2.16797454146578,41.3912405600613,57,"08005242",,Escola Pia de Nostra Senyora,Barcelona,Privat,57,60,63,60,2,2,2,2,./0.png
2.17373959093806,41.3952830727281,58,"08005266",,Sagrat Cor-Diputació,Barcelona,Privat,87,92,90,94,3,3,3,3,./0.png
2.15729955527606,41.4142527297019,59,"08005370",,Jesuïtes Gràcia - Kostka,Barcelona,Privat,127,127,124,122,4,4,4,4,./0.png
2.16828167059051,41.3937441231531,60,"08005382",,Escolàpies Llúria-Barcelona,Barcelona,Privat,59,61,60,55,2,2,2,2,./0.png
2.16667016476276,41.3929229670897,61,"08005394",,Lestonnac,Barcelona,Privat,89,90,92,97,3,3,3,3,./0.png
2.13708003794549,41.4124853075087,62,"08005412",,Lleó XIII,Barcelona,Privat,50,59,51,65,2,2,2,2,./0.png
2.17148210184851,41.4006934536093,63,"08005436",,Dominiques Barcelona,Barcelona,Privat,94,87,93,89,3,3,3,3,./0.png
2.16355655212062,41.3964378937639,64,"08005473",,San Nicolás,Barcelona,Privat,29,30,31,30,1,1,1,1,./0.png
2.17204413142156,41.3990177553979,65,"08005564",,Maristes La Immaculada,Barcelona,Privat,94,94,98,85,3,3,3,3,./0.png
2.16768930871075,41.3831737224077,66,"08005618",,Vedruna Àngels Barcelona,Barcelona,Privat,33,33,32,33,1,1,1,1,./0.png
2.16396442018559,41.3782811039209,67,"08005746",,Escola Pia Sant Antoni,Barcelona,Privat,117,116,119,131,4,4,4,4,./0.png
2.14986734670089,41.391975568489,68,"08005761",,IPSE,Barcelona,Privat,43,58,62,54,2,2,2,2,./0.png
2.16154615736093,41.3922503790238,69,"08005771",,Sagrat Cor-Esclaves,Barcelona,Privat,60,57,59,57,2,2,2,2,./0.png
2.15820990990681,41.3852800087682,70,"08005801",,Mare de Déu del Roser,Barcelona,Privat,58,58,59,59,2,2,2,2,./0.png
2.13940989692347,41.3714558076919,71,"08006118",,Proa,Barcelona,Privat,66,65,66,61,2,2,2,2,./0.png
2.12936106114414,41.3747253579456,72,"08006143",,Josep Tous,Barcelona,Privat,63,59,60,64,2,2,2,2,./0.png
2.13786873692718,41.36990178464,73,"08006209",,Sant Medir,Barcelona,Privat,30,32,30,32,1,1,1,1,./0.png
2.13792593293962,41.3747554180604,74,"08006490",,Montserrat,Barcelona,Privat,64,63,64,62,2,2,2,2,./0.png
2.13482336694716,41.3829523997848,75,"08006532",,Maristes Sants - les Corts,Barcelona,Privat,165,165,164,165,5,5,5,5,./0.png
2.14280123359998,41.4184661937352,76,"08006702",,Inglés,Barcelona,Privat,9,14,13,14,,,,,./0.png
2.15176369731718,41.4183082147058,77,"08006751",,Virolai,Barcelona,Privat,99,96,99,98,3,3,3,3,./0.png
2.15157041595764,41.4046061966767,78,"08006908",,Vedruna Gràcia Barcelona,Barcelona,Privat,59,65,64,61,2,2,2,2,./0.png
2.16227799687377,41.4166041254911,79,"08006945",,Acis-Artur Martorell,Barcelona,Privat,26,30,30,28,1,1,1,1,./0.png
2.15534759263401,41.4023343779878,80,"08006970",,Sant Josep,Barcelona,Privat,25,15,41,41,2,2,2,2,./0.png
2.16538033123427,41.4058135323625,81,"08006994",,Sant Josep-Teresianes,Barcelona,Privat,57,60,62,60,2,2,2,2,./0.png
2.15495161458282,41.4069621195555,82,"08007032",,La Salle Gràcia,Barcelona,Privat,52,60,56,61,2,2,2,2,./0.png
2.1752331559333,41.4431167871412,83,"08007445",,Escola Pia-Luz Casanova,Barcelona,Privat,32,32,28,28,1,1,1,1,./0.png
2.17192501517449,41.4297794464454,84,"08007469",,FEDAC-Amilcar,Barcelona,Privat,66,66,66,66,2,2,2,2,./0.png
2.18202113820206,41.4420162212331,85,"08007482",,Sant Lluís,Barcelona,Privat,33,33,32,33,1,1,1,1,./0.png
2.18658012603118,41.4388089990084,86,"08007494",,Sagrada Família,Barcelona,Privat,98,94,99,101,3,3,3,3,./0.png
2.18115043601297,41.4265383560084,87,"08007603",,Arrels,Barcelona,Privat,66,65,66,64,2,2,2,2,./0.png
2.18360738575107,41.4313058752979,88,"08007721",,Jesús Maria,Barcelona,Privat,92,90,98,95,3,3,3,3,./0.png
2.18181965493199,41.4130388386318,89,"08007858",,Escolàpies Sant Martí - Barcelona,Barcelona,Privat,63,65,59,61,2,2,2,2,./0.png
2.17531816704347,41.4425176332366,90,"08007871",,Sant Ferran,Barcelona,Privat,58,60,63,55,2,2,2,2,./0.png
2.18543493323435,41.4107074125604,91,"08007913",,Mare de Déu de Núria,Barcelona,Privat,22,30,30,30,1,1,1,1,./0.png
2.21044697604687,41.4183688397246,92,"08008191",,Santa Maria dels Apòstols,Barcelona,Privat,90,86,74,74,3,3,3,3,./0.png
2.20088459378632,41.4466671211622,93,"08008267",,L'Esperança,Barcelona,Privat,24,31,28,29,1,1,1,1,./0.png
2.19168854614178,41.4320728939251,94,"08008279",,FEDAC-Sant Andreu,Barcelona,Privat,66,63,66,64,2,2,2,2,./0.png
2.17534202779392,41.4604133495718,95,"08008309",,Mare Alfonsa Cavín,Barcelona,Privat,33,33,32,33,1,1,1,1,./0.png
2.16847147554479,41.4282393577122,96,"08008361",,Cor de Maria-Sabastida,Barcelona,Privat,56,58,63,62,2,2,2,2,./0.png
2.19125412219679,41.4228537671469,97,"08008371",,Mare de Déu dels Àngels,Barcelona,Privat,90,90,102,91,3,3,3,3,./0.png
2.20403316915377,41.435791687127,98,"08008401",,Bon Pastor,Barcelona,Privat,57,57,51,47,2,2,2,2,./0.png
2.19151352014354,41.4283181365035,99,"08008462",,"Jesús, Maria i Josep",Barcelona,Privat,95,92,99,97,3,3,3,3,./0.png
2.18013040740458,41.4423062616204,100,"08008474",,Valldaura,Barcelona,Privat,66,66,66,65,2,2,2,2,./0.png
2.15806582405046,41.4387262335823,101,"08008504",,Providencia del Corazón de Jesús,Barcelona,Privat,89,88,89,91,3,3,3,3,./0.png
2.16724271913959,41.4317292733714,102,"08008531",,Amor de Dios,Barcelona,Privat,57,56,61,76,2,2,2,3,./0.png
2.18180086860664,41.4206670970824,103,"08008656",,Ramon Llull,Barcelona,Privat,28,31,30,32,1,1,1,1,./0.png
2.16811399822953,41.4612006927436,104,"08008681",,Ginesta,Montcada i Reixac,Privat,29,31,30,30,1,1,1,1,./0.png
2.1787224332578,41.3935330909365,105,"08008747",,Mireia,Barcelona,Privat,29,25,28,29,1,1,1,1,./0.png
2.21150187211603,41.4212212412703,106,"08008784",,Sant Gabriel,Barcelona,Privat,66,63,66,66,2,2,2,2,./0.png
2.1983036901537,41.3962038123134,107,"08008851",,Voramar,Barcelona,Privat,64,63,62,63,2,2,2,2,./0.png
2.20046086688816,41.4166326084358,108,"08008930",,San Francisco,Barcelona,Privat,33,33,32,31,1,1,1,1,./0.png
2.21778484721206,41.4158213042931,109,"08008981",,Sagrat Cor Besòs,Barcelona,Privat,53,41,57,59,2,2,2,2,./0.png
2.18381652116946,41.3995444534575,110,"08009156",,Sagrado Corazón,Barcelona,Privat,23,27,28,27,1,1,1,1,./0.png
2.19116404667906,41.4504237465811,111,"08009235",,Santísima Trinidad,Barcelona,Privat,33,33,33,32,1,1,1,1,./0.png
2.21146027079044,41.4051232837924,112,"08009247",,Grèvol,Barcelona,Privat,61,60,63,56,2,2,2,2,./0.png
2.19049995389149,41.412821535051,113,"08009260",,Jesuïtes Clot - El Clot,Barcelona,Privat,122,132,122,120,4,4,4,4,./0.png
2.11664393620403,41.3759118250007,114,"08009454",,Sant Ramon Nonat,Barcelona,Privat,61,62,59,59,2,2,2,2,./0.png
2.11595834066844,41.3759164899567,115,"08009466",,Sant Ramon Nonat-Sagrat Cor,Barcelona,Privat,62,61,59,59,2,2,2,2,./0.png
2.13516833061478,41.3884443778103,116,"08009508",,Santa Teresa de Lisieux,Barcelona,Privat,60,60,61,60,2,2,2,2,./0.png
2.15395086615044,41.3909848684689,117,"08009636",,Sant Miquel,Barcelona,Privat,95,94,96,90,3,3,3,3,./0.png
2.13811554668381,41.3886991428851,118,"08009673",,Pare Manyanet,Barcelona,Privat,90,91,90,89,3,3,3,3,./0.png
2.14989945642171,41.3868298551529,119,"08009697",,IPSI,Barcelona,Privat,130,129,131,121,4,4,4,4,./0.png
2.15518375048404,41.4344932151283,120,"08009806",,FEDAC-Horta,Barcelona,Privat,61,62,62,59,2,2,2,2,./0.png
2.16109975764756,41.4366640770844,121,"08009934",,La Salle Horta,Barcelona,Privat,64,66,66,66,2,2,2,2,./0.png
2.17944228965817,41.4199159681033,122,"08009971",,Guinardó,Barcelona,Privat,63,62,66,66,2,2,2,2,./0.png
2.15791825051231,41.434931867854,123,"08009995",,Regina Carmeli,Barcelona,Privat,58,64,60,66,2,2,2,2,./0.png
2.15914746422711,41.4057537528433,124,"08010006",,Nou Patufet,Barcelona,Privat,23,28,30,31,1,1,1,1,./0.png
2.16587587121304,41.4263345354125,125,"08010055",,Princesa Margarita,Barcelona,Privat,24,24,26,26,,,,,./0.png
2.16172586986284,41.4279224785723,126,"08010171",,Immaculada Concepció,Barcelona,Privat,61,60,63,63,2,2,2,2,./0.png
2.15569622122758,41.4241843937305,127,"08010304",,Santa Teresa de Jesús,Barcelona,Privat,29,30,26,24,1,1,1,1,./0.png
2.1815425084434,41.4072728269293,128,"08010341",,Vedruna Immaculada Barcelona,Barcelona,Privat,57,62,62,63,2,2,2,2,./0.png
2.16250983120132,41.4264659832935,129,"08010432",,Sagrada Família-Horta,Barcelona,Privat,155,156,165,148,5,5,5,5,./0.png
2.17160587139328,41.4110403017601,130,"08010468",,Palcam,Barcelona,Privat,100,99,99,94,3,3,3,3,./0.png
2.16722128437038,41.4060858661692,131,"08010501",,Claret,Barcelona,Privat,99,99,99,98,3,3,3,3,./0.png
2.15117175787652,41.4201239524952,132,"08010547",,Mare de Déu del Coll,Barcelona,Privat,25,25,30,25,1,1,1,1,./0.png
2.16780110694565,41.4155517318029,133,"08010641",,Abat Oliba-Spínola,Barcelona,Privat,55,61,60,62,2,2,2,2,./0.png
2.17295957157827,41.4380219926866,134,"08010882",,Molina,Barcelona,Privat,25,31,31,30,1,1,1,1,./0.png
2.15249249393802,41.4223922887192,135,"08011096",,Piaget,Barcelona,Privat,29,23,33,32,1,1,1,1,./0.png
2.19426369034944,41.4139634382241,136,"08011199",,Adela de Trenquelleón,Barcelona,Privat,66,66,66,66,2,2,2,2,./0.png
2.14904045057355,41.4360953866045,137,"08011394",,Sant Joan Bosco,Barcelona,Privat,114,119,123,118,4,4,4,4,./0.png
2.14081737221951,41.4203533426731,138,"08011448",,Gravi,Barcelona,Privat,43,61,59,61,2,2,2,2,./0.png
2.19998878392283,41.402169734153,139,"08011606",,Asunción de Nuestra Señora,Barcelona,Privat,60,59,57,57,2,2,2,2,./0.png
2.15192723606707,41.3978093136577,140,"08011941",,Escola Pia Balmes,Barcelona,Privat,81,64,88,82,3,2,3,3,./0.png
2.13310992181642,41.415864735564,141,"08012027",,Frederic Mistral-Tècnic Eulàlia,Barcelona,Privat,150,151,153,143,5,5,5,5,./0.png
2.14309009783059,41.4367353987231,142,"08012714",Institut,Anna Gironella de Mundet,Barcelona,Públic,85,61,60,61,3,2,2,2,./0.png
2.14549770480969,41.3550217888115,143,"08013093",Institut,Montjuïc,Barcelona,Públic,54,55,61,80,2,2,2,3,./0.png
2.19912130220032,41.4161997719778,144,"08013101",Institut,Joan d'Àustria,Barcelona,Públic,111,115,123,129,4,4,4,4,./0.png
2.16719150190617,41.3924396112845,145,"08013111",Institut,Jaume Balmes,Barcelona,Públic,90,82,91,109,3,3,3,4,./0.png
2.178317387788,41.4134453905665,146,"08013135",Institut,Moisès Broggi,Barcelona,Públic,60,61,62,63,2,2,2,2,./0.png
2.14010039238906,41.3813014307078,147,"08013147",Institut,Sants,Barcelona,Públic,116,109,94,124,4,4,3,4,./0.png
2.19935905721996,41.4161958811618,148,"08013159",Institut,Infanta Isabel d'Aragó,Barcelona,Públic,112,113,116,122,4,4,4,4,./0.png
2.15675375974023,41.3912941120341,149,"08013160",Institut,Poeta Maragall,Barcelona,Públic,57,60,59,83,2,2,2,3,./0.png
2.20162506195393,41.4229845435781,150,"08013184",Institut,Bernat Metge,Barcelona,Públic,33,47,44,79,2,2,2,3,./0.png
2.16710646691251,41.3764113646605,151,"08013196",Institut,Milà i Fontanals,Barcelona,Públic,75,84,81,106,3,3,3,4,./0.png
2.14308010181721,41.4018398785053,152,"08013202",Institut,Montserrat,Barcelona,Públic,107,109,122,116,4,4,4,4,./0.png
2.14467847080806,41.4320152941994,153,"08013214",Institut,Narcís Monturiol,Barcelona,Públic,61,60,62,61,2,2,2,2,./0.png
2.14464039946074,41.3999600281602,154,"08013226",Institut,Menéndez y Pelayo,Barcelona,Públic,108,108,117,120,4,4,4,4,./0.png
2.18731489817649,41.3875546830764,155,"08013238",Institut,Verdaguer,Barcelona,Públic,52,56,62,56,2,2,2,2,./0.png
2.18058011887914,41.4407827181583,156,"08013366",Institut,Nou Barris,Barcelona,Públic,93,93,95,98,3,3,3,3,./0.png
2.21278999535674,41.4113751977813,157,"08013470",Institut,Barri Besòs,Barcelona,Públic,62,80,69,88,3,3,3,3,./0.png
2.10716681448508,41.3982771032172,158,"08013500",,Aula Escuela Europea,Barcelona,Privat,96,98,72,72,,,,,./0.png
2.14557165842907,41.410675263146,159,"08013603",,Súnion,Barcelona,Privat,121,120,123,111,4,4,4,4,./0.png
2.14446980516264,41.3757946256659,160,"08013640",,Joan Pelegrí,Barcelona,Privat,174,175,188,198,6,6,6,6,./0.png
2.17546209178906,41.4171252047379,161,"08013706",,Castro  de la Peña,Barcelona,Privat,30,31,30,29,1,1,1,1,./0.png
2.17817112738862,41.429418062983,162,"08014097",,Closa,Barcelona,Privat,65,66,60,66,2,2,2,2,./0.png
2.16343893873363,41.4203796390356,163,"08014115",Institut,Ferran Tallada,Barcelona,Públic,0,0,0,23,,,,1,./0.png
2.14809421685346,41.4064944458233,164,"08014188",Institut,Josep Serrat i Bonastre,Barcelona,Públic,56,58,49,57,2,2,2,2,./0.png
2.18310771610446,41.4102454265658,165,"08014206",Institut,Caterina Albert,Barcelona,Públic,93,88,96,119,3,3,3,4,./0.png
2.12862327858313,41.3781801029744,166,"08014255",,Sopeña Barcelona,Barcelona,Privat,29,28,29,30,1,1,1,1,./0.png
2.10900237534638,41.3897328583972,167,"08014310",,Santíssima Trinitat,Barcelona,Privat,57,59,62,59,2,2,2,2,./0.png
2.17840006265146,41.4322944573887,168,"08014358",,Aloma,Barcelona,Privat,32,31,30,33,1,1,1,1,./0.png
2.09224919375406,41.4281236935099,169,"08014449",,Mare de Déu del Roser Les Planes,Barcelona,Privat,3,5,5,2,1,,1,,./0.png
1.94249983129065,41.33151495693,170,"08014590",,Sant Lluís de Pla i Amell Bosch,Begues,Privat,56,45,57,59,2,2,2,2,./0.png
1.84195006327124,42.1029336676163,171,"08014644",,Vedruna Berga Secundària,Berga,Privat,48,60,54,41,2,2,2,2,./0.png
1.85803210429951,42.1022871451386,172,"08014693",Institut,Guillem de Berguedà,Berga,Públic,87,91,120,90,3,3,4,3,./0.png
2.39240436199901,41.5278332867405,173,"08014887",,Sant Feliu,Cabrera de Mar,Privat,58,60,59,60,2,2,2,2,./0.png
2.17071511598294,41.6263925005621,174,"08015041",,Escola Pia de Caldes de Montbui,Caldes de Montbui,Privat,91,91,90,80,3,3,3,3,./0.png
2.65671448050761,41.6121573642377,175,"08015120",,Escola Pia de Calella,Calella,Privat,81,85,87,96,3,3,3,3,./0.png
2.65116107241992,41.6150504427366,176,"08015171",Institut,Bisbe Sivilla,Calella,Públic,86,113,103,121,3,4,4,4,./0.png
2.58214190847197,41.5899275694182,177,"08015272",,Yglesias,Canet de Mar,Privat,27,24,28,22,1,1,1,1,./0.png
1.68818511472598,41.5303335041122,178,"08015429",,Mare del Diví Pastor,Capellades,Privat,33,29,25,30,1,1,1,1,./0.png
1.67538105772249,41.912122919417,179,"08015545",,Vedruna Cardona,Cardona,Privat,21,19,21,17,1,1,1,1,./0.png
2.09663661038092,41.620118516585,180,"08015697",,El Casal,Castellar del Vallès,Privat,29,29,27,30,1,1,1,1,./0.png
2.08900389709529,41.6168840864359,181,"08015703",,FEDAC-Castellar,Castellar del Vallès,Privat,31,25,30,18,1,1,1,1,./0.png
1.98416391165819,41.2886056187001,182,"08015867",,Frangoal,Castelldefels,Privat,61,59,85,85,2,2,3,3,./0.png
1.97166298519039,41.2781146033143,183,"08015879",,Sant Ferran,Castelldefels,Privat,33,30,29,29,1,1,1,1,./0.png
1.96694805586204,41.2819881426195,184,"08015880",,La Ginesta,Castelldefels,Privat,31,30,32,28,1,1,1,1,./0.png
2.21998265362441,41.7982455663596,185,"08016203",,Sagrats Cors,Centelles,Privat,47,58,49,41,2,2,2,2,./0.png
2.07953299723043,41.3608132156587,186,"08016461",,El Pilar,Cornellà de Llobregat,Privat,30,30,31,26,1,1,1,1,./0.png
2.07839925959842,41.3653852907383,187,"08016501",,Sant Antoni Maria Claret,Cornellà de Llobregat,Privat,54,60,62,55,2,2,2,2,./0.png
2.07245626216164,41.3558760394086,188,"08016628",,Sagrada Família,Cornellà de Llobregat,Privat,30,26,31,28,1,1,1,1,./0.png
2.07630623046305,41.360201057871,189,"08016689",,Santa Eulàlia,Cornellà de Llobregat,Privat,30,29,31,27,1,1,1,1,./0.png
2.07754158384123,41.3558113149651,190,"08016781",Institut,Esteve Terradas i Illa,Cornellà de Llobregat,Públic,124,123,138,107,4,4,5,4,./0.png
2.07112849151907,41.3583557402334,191,"08016793",Institut,Francesc Macià,Cornellà de Llobregat,Públic,154,151,151,178,5,5,5,6,./0.png
1.87002899789419,41.5374974662105,192,"08016914",,El Puig,Esparreguera,Privat,29,28,30,30,1,1,1,1,./0.png
2.09653000508252,41.3790454443042,193,"08017025",,Garbí Pere Vergés,Esplugues de Llobregat,Privat,91,90,92,90,3,3,3,3,./0.png
2.09711247125703,41.3719752143583,194,"08017049",,Utmar,Esplugues de Llobregat,Privat,57,58,65,62,2,2,2,2,./0.png
2.08112898016967,41.3733638067391,195,"08017086",,Nazaret,Esplugues de Llobregat,Privat,61,60,62,60,2,2,2,2,./0.png
2.08917108708649,41.3737433080469,196,"08017131",Institut,Severo Ochoa,Esplugues de Llobregat,Públic,57,61,61,64,2,2,2,2,./0.png
2.09671409269838,41.3788818893231,197,"08017153",Institut,Joanot Martorell,Esplugues de Llobregat,Públic,79,82,86,87,3,3,3,3,./0.png
2.28963988878827,41.6796121938385,198,"08017335",,Sant Lluís Gonçaga,La Garriga,Privat,30,32,29,21,1,1,1,1,./0.png
2.00440943774142,41.3081819796764,199,"08017384",,Sagrada Família,Gavà,Privat,89,91,82,90,3,3,3,3,./0.png
2.0035071333971,41.3030603488938,200,"08017402",,Inmaculada Concepción,Gavà,Privat,90,87,84,88,3,3,3,3,./0.png
1.99865962048237,41.3067972483351,201,"08017438",,San Pedro,Gavà,Privat,27,30,27,24,1,1,1,1,./0.png
1.99374262124878,41.3036342318364,202,"08017451",,Santo Ángel,Gavà,Privat,91,91,90,90,3,3,3,3,./0.png
2.00130293214557,41.3070876813354,203,"08017517",,Sagrat Cor,Gavà,Privat,27,31,15,30,1,1,,1,./0.png
2.00076059916064,41.3098036554102,204,"08017530",Institut,de Bruguers,Gavà,Públic,87,90,90,88,3,3,3,3,./0.png
2.28381372983132,41.6046939227632,205,"08017773",,Cervetó,Granollers,Privat,62,60,63,62,2,2,2,2,./0.png
2.29031738592446,41.6048456864926,206,"08017785",,Escola Pia de Granollers,Granollers,Privat,119,125,120,121,4,4,4,4,./0.png
2.28454942211573,41.6106490594931,207,"08017797",,Jardí,Granollers,Privat,61,66,62,60,2,2,2,2,./0.png
2.29006422498776,41.6121076711125,208,"08017815",,L'Estel,Granollers,Privat,30,31,22,27,1,1,1,1,./0.png
2.29172242043415,41.6194138881418,209,"08017827",,Maria Anna Mogas,Granollers,Privat,60,59,63,56,2,2,2,2,./0.png
2.28964931746395,41.6114065196942,210,"08017840",,Educem,Granollers,Privat,31,30,30,30,1,1,1,1,./0.png
2.28286327879406,41.6078741999095,211,"08017852",Institut,Escola del Treball,Granollers,Públic,90,91,91,124,3,3,3,4,./0.png
2.28278140521603,41.6095212806994,212,"08017931",Institut,Antoni Cumella,Granollers,Públic,86,105,111,114,3,4,4,4,./0.png
2.10355673136377,41.3747812287702,213,"08018273",,Norai,L'Hospitalet de Llobregat,Privat,29,28,29,32,1,1,1,1,./0.png
2.09834048879346,41.3629149673275,214,"08018303",,Alpes,L'Hospitalet de Llobregat,Privat,29,29,27,30,1,1,1,1,./0.png
2.11309319228168,41.3493621246686,215,"08018315",,Pare Enric d'Ossó,L'Hospitalet de Llobregat,Privat,58,60,63,66,2,2,2,2,./0.png
2.1002573463387,41.3690398539773,216,"08018340",,Alegre,L'Hospitalet de Llobregat,Privat,29,28,33,33,1,1,1,1,./0.png
2.12781794016914,41.3654759244951,217,"08018352",,Casal dels Àngels,L'Hospitalet de Llobregat,Privat,62,65,61,65,2,2,2,2,./0.png
2.11126101490934,41.371429659573,218,"08018376",,La Florida,L'Hospitalet de Llobregat,Privat,27,30,31,33,1,1,1,1,./0.png
2.11157766944452,41.3708316515748,219,"08018391",,Sant Gervasi,L'Hospitalet de Llobregat,Privat,33,31,31,33,1,1,1,1,./0.png
2.10176591692299,41.3621365550779,220,"08018406",,Canigó,L'Hospitalet de Llobregat,Privat,29,29,31,32,1,1,1,1,./0.png
2.10326433269997,41.367130741128,221,"08018467",,Fax,L'Hospitalet de Llobregat,Privat,26,30,32,33,1,1,1,1,./0.png
2.12129348077763,41.3555621403342,222,"08018561",,Xaloc,L'Hospitalet de Llobregat,Privat,82,87,84,88,3,3,3,3,./0.png
2.10235667202035,41.3753855569183,223,"08018601",,Sant Josep Obrer,L'Hospitalet de Llobregat,Privat,93,89,95,96,3,3,3,3,./0.png
2.11306405024652,41.3677687382796,224,"08018777",,Balaguer,L'Hospitalet de Llobregat,Privat,31,33,30,33,1,1,1,1,./0.png
2.12390299056292,41.371626965941,225,"08018807",,Montessori,L'Hospitalet de Llobregat,Privat,59,58,56,66,2,2,2,2,./0.png
2.10740402861599,41.3499586368548,226,"08018871",,Jesuïtes Bellvitge - Centre d'Estudis Joan XXIII,L'Hospitalet de Llobregat,Privat,120,116,126,121,4,4,4,4,./0.png
2.1190971638984,41.3573705179425,227,"08018901",,Pineda,L'Hospitalet de Llobregat,Privat,83,75,86,82,3,3,3,3,./0.png
